invc_code,dispatch_revenue,ar_total,difference
1483512,1629.25,1629.25,0.00
1483513,7150.00,7843.47,-693.47
1483514,7263.75,7958.75,-695.00
1483515,259.50,369.68,-110.18
1483516,1990.00,2169.29,-179.29
1483517,370.00,519.67,-149.67
1483518,1880.00,2052.70,-172.70
1483519,7227.51,9219.89,-1992.38
1483520,5320.00,5835.30,-515.30
1483521,1358.50,1489.04,-130.54
1483522,825.00,941.55,-116.55
1483523,3097.00,3380.87,-283.87
1483524,547.50,671.69,-124.19
1483525,4887.25,5536.13,-648.88
1483526,1496.00,1628.43,-132.43
1483527,3882.26,4253.79,-371.53
1483528,1867.88,2051.50,-183.62
1483529,1861.63,2047.00,-185.37
1483530,489.00,577.00,-88.00
1483531,936.00,1153.55,-217.55
1483532,3628.63,3969.04,-340.41
1483533,6061.00,6620.76,-559.76
1483534,855.00,945.08,-90.08
1483535,12216.50,13379.06,-1162.56
1483536,4004.00,4389.20,-385.20
1483537,6080.00,6658.13,-578.13
1483538,3160.00,4202.64,-1042.64
1483539,3150.00,3696.32,-546.32
1483540,11088.00,12158.47,-1070.47
1483541,4004.00,4422.04,-418.04
1483542,9911.25,9911.25,0.00
1483543,360.50,360.50,0.00
1483544,1692.00,1692.00,0.00
1483549,514.50,640.02,-125.52
1483550,543.00,651.15,-108.15
1483551,535.50,643.20,-107.70
1483552,1539.00,1750.86,-211.86
1483553,848.25,952.46,-104.21
1483554,2647.50,2859.45,-211.95
1483555,1232.00,1460.89,-228.89
1483556,1624.50,1753.40,-128.90
1483557,2247.75,2618.09,-370.34
1483558,1034.25,1171.83,-137.58
1483559,783.00,864.21,-81.21
1483560,680.00,738.81,-58.81
1483561,1638.00,1823.73,-185.73
1483562,686.00,792.13,-106.13
1483563,1256.00,1359.13,-103.13
1483564,17649.00,23321.79,-5672.79
1483565,716.00,836.65,-120.65
1483566,657.00,772.89,-115.89
1483567,1581.75,1846.52,-264.77
1483568,282.00,446.00,-164.00
1483569,1049.75,1217.94,-168.19
1483570,1151.50,1245.92,-94.42
1483571,492.00,628.85,-136.85
1483572,446.25,594.18,-147.93
1483573,1896.00,2078.13,-182.13
1483574,1643.50,1894.38,-250.88
1483575,3594.50,3890.43,-295.93
1483576,4061.25,4331.16,-269.91
1483577,1358.50,1609.88,-251.38
1483578,2002.00,2377.05,-375.05
1483579,2131.25,2539.50,-408.25
1483580,1440.00,1673.30,-233.30
1483581,3078.00,3501.71,-423.71
1483582,6697.00,7535.86,-838.86
1483583,13608.00,14696.37,-1088.37
1483584,1521.63,1761.41,-239.78
1483585,55.00,58.30,-3.30
1483586,110.00,116.60,-6.60
1483587,3944.50,4262.05,-317.55
1483588,1836.00,1991.94,-155.94
1483589,4104.00,4433.55,-329.55
1483590,540.00,656.13,-116.13
1483591,5282.00,6328.84,-1046.84
1483592,1170.00,1305.65,-135.65
1483593,422.50,553.10,-130.60
1483594,720.00,811.21,-91.21
1483595,1087.50,1274.70,-187.20
1483596,275.00,381.59,-106.59
1483597,1600.00,1728.65,-128.65
1483598,3437.50,4047.50,-610.00
1483599,2997.00,3499.59,-502.59
1483600,1505.75,1745.82,-240.07
1483601,2556.00,2860.41,-304.41
1483602,1151.50,1283.02,-131.52
1483603,4613.38,5059.78,-446.40
1483604,568.00,680.09,-112.09
1483605,2370.00,2593.29,-223.29
1483606,2962.50,3202.50,-240.00
1483607,1072.50,1272.80,-200.30
1483608,10264.13,12234.66,-1970.53
1483609,429.00,577.97,-148.97
1483610,1287.00,1525.61,-238.61
1483611,858.00,1019.99,-161.99
1483612,1800.00,2042.50,-242.50
1483613,1440.00,1673.30,-233.30
1483614,680.00,768.81,-88.81
1483615,18876.00,20446.14,-1570.14
1483616,95.00,100.70,-5.70
1483617,780.00,826.80,-46.80
1483618,118.00,125.08,-7.08
1483619,55.00,58.30,-3.30
1483620,200.00,212.00,-12.00
1483621,4532.50,5116.37,-583.87
1483622,1466.25,1594.77,-128.52
1483623,5360.50,6237.31,-876.81
1483624,2360.00,2654.77,-294.77
1483625,5736.50,6777.38,-1040.88
1483626,495.00,600.23,-105.23
1483627,21195.00,23388.86,-2193.86
1483628,3301.00,3626.77,-325.77
1483629,3506.75,3985.34,-478.59
1483630,1280.00,1526.67,-246.67
1483631,984.00,1121.75,-137.75
1483632,492.00,628.85,-136.85
1483633,6673.77,7328.07,-654.30
1483634,9835.00,10791.86,-956.86
1483635,4522.51,4960.28,-437.77
1483636,1334.75,1463.86,-129.11
1483637,326.00,426.39,-100.39
1483638,7607.25,8689.47,-1082.22
1483639,1215.50,1441.34,-225.84
1483640,3120.00,3441.66,-321.66
1483641,8143.50,9403.28,-1259.78
1483642,2138.75,2346.05,-207.30
1483643,865.00,946.85,-81.85
1483644,50844.50,54980.50,-4136.00
1483645,5212.50,5395.50,-183.00
1483646,4993.50,5835.83,-842.33
1483647,20520.00,22698.71,-2178.71
1483648,1691.25,1929.73,-238.48
1483649,612.00,731.67,-119.67
1483650,1095.00,1283.20,-188.20
1483651,253.50,406.25,-152.75
1483652,1360.00,1549.46,-189.46
1483653,1020.00,1115.39,-95.39
1483654,4674.00,5313.00,-639.00
1483655,7657.27,8400.26,-742.99
1483656,5436.52,5937.61,-501.09
1483657,7084.88,7769.14,-684.26
1483658,2272.38,2650.93,-378.55
1483659,6412.52,6841.00,-428.48
1483660,858.00,1019.99,-161.99
1483661,9365.64,11458.51,-2092.87
1483662,1487.50,1720.65,-233.15
1483663,700.00,799.51,-99.51
1483664,7296.00,7989.75,-693.75
1483665,4115.75,4507.65,-391.90
1483666,3364.00,3689.60,-325.60
1483673,640.50,762.98,-122.48
1483674,1305.50,1559.35,-253.85
1483675,1377.00,1489.83,-112.83
1483676,996.88,1080.19,-83.31
1483677,4118.25,4429.43,-311.18
1483678,4681.64,5006.26,-324.62
1483679,1062.50,1062.50,0.00
1483680,1914.00,2080.72,-166.72
1483681,564.00,692.49,-128.49
1483682,1396.50,1572.14,-175.64
1483683,427.50,576.95,-149.45
1483684,10537.52,11100.77,-563.25
1483685,450.00,590.73,-140.73
1483686,180.00,321.49,-141.49
1483687,1278.00,1487.45,-209.45
1483688,353.00,477.31,-124.31
1483689,6345.00,8152.73,-1807.73
1483690,9487.52,11296.97,-1809.45
1483691,540.00,676.59,-136.59
1483692,368.00,368.00,0.00
1483693,814.50,965.76,-151.26
1483694,39.00,41.34,-2.34
1483695,5803.25,6011.50,-208.25
1483696,3976.00,4804.72,-828.72
1483697,1800.00,2057.99,-257.99
1483698,9540.00,10553.14,-1013.14
1483699,1779.76,2015.34,-235.58
1483700,10432.53,12222.10,-1789.57
1483701,4641.00,5386.66,-745.66
1483702,2681.25,3177.62,-496.37
1483703,702.50,838.20,-135.70
1483704,882.00,1016.77,-134.77
1483705,4560.00,4914.51,-354.51
1483706,2981.25,3257.12,-275.87
1483707,246.00,383.25,-137.25
1483708,5247.25,5431.25,-184.00
1483709,2040.00,2251.82,-211.82
1483710,2802.50,3330.52,-528.02
1483711,1562.00,1894.75,-332.75
1483712,577.50,677.61,-100.11
1483713,4407.00,5138.62,-731.62
1483714,5056.00,6584.72,-1528.72
1483715,1066.00,1225.95,-159.95
1483716,4215.01,4630.09,-415.08
1483717,1369.88,1502.16,-132.28
1483718,7172.50,8200.43,-1027.93
1483719,2021.50,2215.40,-193.90
1483720,1477.25,1614.91,-137.66
1483721,1521.00,1680.63,-159.63
1483722,332.00,467.77,-135.77
1483723,1207.13,1351.61,-144.48
1483724,88.50,88.50,0.00
1483725,720.00,837.67,-117.67
1483726,900.00,974.45,-74.45
1483727,2888.00,3116.82,-228.82
1483728,284.00,404.17,-120.17
1483729,450.00,552.57,-102.57
1483730,1911.00,2134.56,-223.56
1483731,185.00,331.03,-146.03
1483732,19545.76,23577.85,-4032.09
1483733,189.00,337.25,-148.25
1483734,522.00,602.25,-80.25
1483735,795.00,894.95,-99.95
1483736,6063.00,7256.65,-1193.65
1483737,2812.00,3164.42,-352.42
1483738,1065.00,1193.30,-128.30
1483739,658.00,757.89,-99.89
1483740,1151.50,1245.92,-94.42
1483741,1698.50,1843.14,-144.64
1483742,4471.52,5334.47,-862.95
1483743,8421.90,10027.23,-1605.33
1483744,1144.00,1357.07,-213.07
1483745,1440.00,1673.30,-233.30
1483746,1440.00,1673.30,-233.30
1483747,180.00,180.00,0.00
1483748,22963.50,25073.51,-2110.01
1483749,652.00,769.13,-117.13
1483750,180.00,190.80,-10.80
1483751,120.00,127.20,-7.20
1483754,50.00,50.00,0.00
1483755,6310.00,6310.00,0.00
1483756,2013.00,2013.00,0.00
1483757,12750.00,12750.00,0.00
1483758,4599.00,4599.00,0.00
1483759,7260.00,7260.00,0.00
1483760,1377.00,1489.83,-112.83
1483761,1748.26,1962.06,-213.80
1483762,2229.50,2441.49,-211.99
1483763,2275.00,2666.43,-391.43
1483764,1650.00,1781.65,-131.65
1483765,8586.00,11343.06,-2757.06
1483766,656.00,743.37,-87.37
1483767,888.00,1040.49,-152.49
1483768,253.50,374.70,-121.20
1483769,9709.00,11004.98,-1295.98
1483770,10440.00,11308.08,-868.08
1483771,2775.00,3157.74,-382.74
1483772,1233.75,1334.33,-100.58
1483773,553.00,657.47,-104.47
1483774,3705.00,3953.54,-248.54
1483775,3191.50,3887.29,-695.79
1483776,7425.00,8838.81,-1413.81
1483777,1530.00,1758.10,-228.10
1483778,15754.50,17208.31,-1453.81
1483779,5362.50,6427.41,-1064.91
1483780,487.50,619.56,-132.06
1483781,110.00,116.60,-6.60
1483782,570.00,604.20,-34.20
1483783,1836.00,1991.94,-155.94
1483784,1681.50,1831.42,-149.92
1483785,2310.00,2507.80,-197.80
1483786,895.00,969.15,-74.15
1483787,1179.50,1462.89,-283.39
1483788,8586.00,9740.34,-1154.34
1483789,680.00,793.93,-113.93
1483790,1070.00,1170.55,-100.55
1483791,786.50,925.32,-138.82
1483792,1026.00,1110.45,-84.45
1483793,3312.00,3312.00,0.00
1483794,1456.00,1622.01,-166.01
1483795,6560.00,7064.68,-504.68
1483796,1510.50,1692.98,-182.48
1483797,652.50,739.50,-87.00
1483798,338.00,461.41,-123.41
1483799,4878.00,5816.22,-938.22
1483800,9062.00,11086.28,-2024.28
1483801,740.25,869.73,-129.48
1483802,540.00,676.59,-136.59
1483803,1440.00,1686.02,-246.02
1483804,900.00,1006.25,-106.25
1483805,2106.00,2470.33,-364.33
1483806,150.00,159.00,-9.00
1483807,1045.00,1107.70,-62.70
1483808,65.00,68.90,-3.90
1483809,180.00,190.80,-10.80
1483810,11970.00,13423.00,-1453.00
1483811,5274.01,6177.46,-903.45
1483812,1224.00,1325.21,-101.21
1483813,796.50,1036.77,-240.27
1483814,2664.00,2981.14,-317.14
1483815,857.50,929.40,-71.90
1483816,435.00,544.83,-109.83
1483817,965.25,1044.84,-79.59
1483818,1586.50,1642.25,-55.75
1483819,24904.50,29292.57,-4388.07
1483820,179.00,179.00,0.00
1483821,3531.00,3976.61,-445.61
1483822,27540.00,29755.70,-2215.70
1483823,624.00,709.45,-85.45
1483824,557.38,659.50,-102.12
1483825,1501.00,1640.09,-139.09
1483826,2612.50,3108.98,-496.48
1483827,1260.00,1503.70,-243.70
1483828,1440.00,1698.74,-258.74
1483829,6840.00,7889.58,-1049.58
1483830,1050.00,1050.00,0.00
1483831,363.00,393.03,-30.03
1483832,389.50,421.12,-31.62
1483833,606.55,651.19,-44.64
1483834,15658.50,16937.25,-1278.75
1483835,3990.00,4128.75,-138.75
1483836,0.00,503.50,-503.50
1483837,966.00,1058.15,-92.15
1483838,4047.00,4799.42,-752.42
1483839,6928.50,7880.84,-952.34
1483840,2542.50,2966.94,-424.44
1483841,2535.00,2879.49,-344.49
1483842,642.00,731.67,-89.67
1483843,880.00,1040.66,-160.66
1483844,5084.00,5785.49,-701.49
1483845,388.00,523.91,-135.91
1483846,756.00,858.87,-102.87
1483847,1355.13,1484.40,-129.27
1483848,6322.50,6936.38,-613.88
1483849,2177.75,2391.63,-213.88
1483850,1369.88,1502.16,-132.28
1483851,2915.50,3504.36,-588.86
1483852,3381.00,3868.85,-487.85
1483853,1358.50,1549.46,-190.96
1483854,9250.25,10519.44,-1269.19
1483855,4025.00,4603.95,-578.95
1483856,3340.00,3677.06,-337.06
1483857,1751.75,1926.29,-174.54
1483858,15975.00,16524.00,-549.00
1483859,432.50,557.30,-124.80
1483860,2458.50,2798.40,-339.90
1483861,929.50,1049.14,-119.64
1483862,577.50,677.61,-100.11
1483863,4480.00,5338.96,-858.96
1483864,1985.75,2172.21,-186.46
1483865,1369.88,1502.16,-132.28
1483866,1369.88,1502.16,-132.28
1483867,7025.02,7710.99,-685.97
1483868,8237.88,9025.24,-787.36
1483869,318.00,417.91,-99.91
1483870,3340.00,3677.06,-337.06
1483871,6992.00,8372.96,-1380.96
1483872,3504.00,3842.24,-338.24
1483873,5106.26,5596.02,-489.76
1483874,4075.50,4467.11,-391.61
1483875,15997.50,16549.50,-552.00
1483876,1196.00,1304.07,-108.07
1483877,1587.00,1671.75,-84.75
1483878,2118.76,2484.12,-365.36
1483879,8164.00,9011.01,-847.01
1483880,8136.00,9147.30,-1011.30
1483881,2142.63,2353.34,-210.71
1483882,3020.75,3319.39,-298.64
1483883,2458.75,2697.97,-239.22
1483884,832.50,912.40,-79.90
1483885,6436.25,7671.75,-1235.50
1483886,3749.00,4560.92,-811.92
1483887,3340.00,3677.06,-337.06
1483888,1062.00,1062.00,0.00
1483889,582.00,582.00,0.00
1483890,2793.00,3058.63,-265.63
1483891,2919.00,3027.75,-108.75
1483892,1020.25,1183.49,-163.24
1483893,2086.00,2377.05,-291.05
1483894,2328.00,2654.77,-326.77
1483895,453.00,587.51,-134.51
1483896,1320.00,1574.10,-254.10
1483897,4285.25,4706.67,-421.42
1483898,5010.00,5515.58,-505.58
1483899,3913.01,4449.63,-536.62
1483902,12696.75,13899.78,-1203.03
1483903,3706.50,4138.45,-431.95
1483904,1377.00,1489.83,-112.83
1483905,924.00,1097.73,-173.73
1483906,2244.00,2436.62,-192.62
1483907,1676.75,1808.79,-132.04
1483908,935.00,1012.77,-77.77
1483909,2574.50,3033.51,-459.01
1483910,1253.00,1464.81,-211.81
1483911,2450.00,2736.70,-286.70
1483912,1510.50,1692.98,-182.48
1483913,2556.00,3089.37,-533.37
1483914,13260.00,14337.25,-1077.25
1483915,5115.13,6097.26,-982.13
1483916,1260.00,1548.22,-288.22
1483917,1080.00,1334.10,-254.10
1483918,361.00,485.79,-124.79
1483919,840.00,890.40,-50.40
1483920,82.50,87.45,-4.95
1483921,3267.01,3582.55,-315.54
1483922,1391.75,1546.97,-155.22
1483923,3102.50,3454.76,-352.26
1483924,264.00,382.97,-118.97
1483925,2764.50,3149.26,-384.76
1483926,144.00,299.23,-155.23
1483927,712.00,772.73,-60.73
1483928,3230.00,3607.50,-377.50
1483929,1964.76,2349.71,-384.95
1483930,450.00,571.65,-121.65
1483931,207.00,355.41,-148.41
1483932,2773.75,3110.68,-336.93
1483933,1998.00,2278.62,-280.62
1483934,2210.00,2390.82,-180.82
1483935,1358.50,1670.30,-311.80
1483936,858.00,1058.15,-200.15
1483937,5637.52,6714.86,-1077.34
1483938,2698.00,3390.94,-692.94
1483939,540.00,676.59,-136.59
1483940,360.00,821.81,-461.81
1483941,600.00,636.00,-36.00
1483942,1386.00,1642.47,-256.47
1483943,5339.00,5694.32,-355.32
1483944,8236.50,8858.85,-622.35
1483945,8150.00,9857.47,-1707.47
1483946,1980.00,2160.15,-180.15
1483947,2463.75,2746.88,-283.13
1483948,1026.00,1110.45,-84.45
1483949,1665.00,1901.64,-236.64
1483950,1752.75,1889.35,-136.60
1483951,363.38,505.23,-141.85
1483952,5019.75,5721.62,-701.87
1483953,2220.00,2625.09,-405.09
1483954,1440.00,1698.74,-258.74
1483955,1440.00,1698.74,-258.74
1483956,2607.50,2823.15,-215.65
1483957,7637.50,8849.52,-1212.02
1483958,800.00,848.00,-48.00
1483959,125.00,125.00,0.00
1483960,1540.00,1657.15,-117.15
1483961,480.00,508.80,-28.80
1483963,2124.50,2378.47,-253.97
1483964,3564.00,3905.84,-341.84
1483965,360.00,484.73,-124.73
1483966,329.88,483.81,-153.93
1483967,4422.25,4817.70,-395.45
1483968,178.50,319.90,-141.40
1483969,1836.00,1991.94,-155.94
1483970,1160.25,1295.32,-135.07
1483971,705.00,767.75,-62.75
1483972,346.00,482.61,-136.61
1483973,2664.00,2981.14,-317.14
1483974,3900.00,4719.92,-819.92
1483975,858.00,933.59,-75.59
1483976,3468.76,3807.16,-338.40
1483977,8668.75,9648.15,-979.40
1483978,3987.50,4273.76,-286.26
1483979,537.00,644.79,-107.79
1483980,6390.00,7639.95,-1249.95
1483981,1396.50,1511.72,-115.22
1483982,3528.00,3975.63,-447.63
1483983,8586.00,9740.34,-1154.34
1483984,3097.50,3453.85,-356.35
1483985,7134.75,7719.38,-584.63
1483986,3864.00,5278.36,-1414.36
1483987,1624.50,1753.40,-128.90
1483988,2202.00,2402.50,-200.50
1483989,189.00,321.25,-132.25
1483990,5985.00,6750.08,-765.08
1483991,822.50,892.30,-69.80
1483992,10296.00,11132.55,-836.55
1483993,4290.00,4635.59,-345.59
1483994,553.00,657.47,-104.47
1483995,3523.00,4201.58,-678.58
1483996,9487.54,11296.99,-1809.45
1483997,1644.50,1955.70,-311.20
1483998,2193.75,2400.11,-206.36
1483999,360.00,503.81,-143.81
1484000,900.00,1006.25,-106.25
1484001,1575.00,1575.00,0.00
1484002,16632.00,17962.23,-1330.23
1484003,9231.00,10391.28,-1160.28
1484004,3266.00,3542.83,-276.83
1484005,2112.50,2535.51,-423.01
1484006,1385.34,1484.96,-99.62
1484007,1920.00,2035.20,-115.20
1484008,560.00,593.60,-33.60
1484009,55.00,58.30,-3.30
1484010,41.25,43.73,-2.48
1484011,240.00,254.40,-14.40
1484012,55.00,58.30,-3.30
1484013,495.00,524.70,-29.70
1484014,1305.00,1383.30,-78.30
1484015,1305.00,1383.30,-78.30
1484016,1195.00,1266.70,-71.70
1484017,4080.00,4324.80,-244.80
1484018,1105.00,1262.73,-157.73
1484019,8865.50,10089.35,-1223.85
1484020,3390.00,4022.44,-632.44
1484021,1425.00,1757.21,-332.21
1484022,582.00,655.83,-73.83
1484023,582.00,655.83,-73.83
1484024,51209.50,59248.25,-8038.75
1484025,11715.00,12119.25,-404.25
1484026,1200.00,1224.00,-24.00
1484027,5325.00,6315.48,-990.48
1484028,229.50,379.22,-149.72
1484029,1960.00,2341.81,-381.81
1484030,2810.00,3089.64,-279.64
1484031,7130.38,7825.85,-695.47
1484032,9629.63,10549.52,-919.89
1484033,10873.64,11915.08,-1041.44
1484034,740.00,793.15,-53.15
1484035,11005.50,12406.77,-1401.27
1484036,5010.00,5515.58,-505.58
1484037,5548.00,6076.98,-528.98
1484038,6367.50,6984.08,-616.58
1484039,5863.00,6432.35,-569.35
1484040,1917.00,1987.50,-70.50
1484041,452.50,583.95,-131.45
1484042,1738.50,1891.84,-153.34
1484043,1762.25,1923.00,-160.75
1484044,5826.26,6931.35,-1105.09
1484045,4176.00,4768.94,-592.94
1484046,12240.00,13540.05,-1300.05
1484047,720.00,824.95,-104.95
1484048,495.00,600.23,-105.23
1484049,9576.00,10081.50,-505.50
1484050,550.88,672.44,-121.56
1484051,1467.75,1691.14,-223.39
1484052,507.00,644.75,-137.75
1484053,3936.00,4478.24,-542.24
1484054,600.00,760.02,-160.02
1484055,5043.00,5739.12,-696.12
1484056,5456.26,5977.62,-521.36
1484057,9237.89,10132.16,-894.27
1484058,4175.25,4572.84,-397.59
1484059,7306.02,8017.33,-711.31
1484060,570.50,644.22,-73.72
1484061,2058.00,2247.73,-189.73
1484062,918.00,1055.29,-137.29
1484063,9136.75,10436.51,-1299.76
1484064,6216.00,6632.69,-416.69
1484065,6153.25,7477.77,-1324.52
1484066,4576.50,4997.11,-420.61
1484067,5010.00,5515.58,-505.58
1484068,1600.00,2425.00,-825.00
1484069,687.50,437.50,250.00
1484070,2425.00,2425.00,0.00
1484071,750.00,750.00,0.00
1484074,2000.00,2000.00,0.00
1484075,1870.00,2065.64,-195.64
1484076,1480.00,1713.23,-233.23
1484077,15939.00,17411.30,-1472.30
1484078,5112.00,5835.30,-723.30
1484079,3540.00,4219.86,-679.86
1484080,4898.00,6322.90,-1424.90
1484081,11702.50,12794.73,-1092.23
1484082,3018.75,3327.97,-309.22
1484083,1267.50,1439.75,-172.25
1484084,1920.00,2268.93,-348.93
1484085,6642.00,7556.50,-914.50
1484086,4636.51,5089.60,-453.09
1484087,1334.75,1463.86,-129.11
1484088,7378.89,8089.27,-710.38
1484089,15853.63,17536.90,-1683.27
1484090,2669.50,2927.72,-258.22
1484091,747.50,822.30,-74.80
1484092,962.00,1028.47,-66.47
1484093,499.50,643.16,-143.66
1484094,700.00,837.01,-137.01
1484095,3340.00,3677.06,-337.06
1484096,1050.00,1295.24,-245.24
1484097,8618.00,9429.50,-811.50
1484098,588.50,721.98,-133.48
1484099,516.00,652.53,-136.53
1484100,2314.00,2583.74,-269.74
1484101,565.50,675.00,-109.50
1484102,360.00,484.73,-124.73
1484103,835.00,926.75,-91.75
1484104,1836.00,1991.94,-155.94
1484105,362.00,561.69,-199.69
1484106,5775.75,6247.41,-471.66
1484107,682.00,766.37,-84.37
1484108,1440.00,1556.61,-116.61
1484109,252.75,384.83,-132.08
1484110,3121.88,3490.69,-368.81
1484111,1065.00,1151.79,-86.79
1484112,298.00,389.01,-91.01
1484113,11590.00,13272.15,-1682.15
