batch_date,batch_num,batch_seq,batch_sub_seq,trans_type,cost_center,acct_code,sub_acct_code,prod_code,qty,qty_uom,trans_date,trans_amt,ref_note,gl_dist_type,post_stat,updt_stat,comp_code,cf_batch_date,cf_batch_num,cf_batch_seq,qty_trans_flag,acct_code_derived_from_code,sub_acct_derived_from_code,cost_center_derived_from_code,dataout_date,update_date,u_version
2025-02-01 00:00:00,3,1,23183356,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,6310.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-19 09:49:42.460000,""""
2025-02-01 00:00:00,3,2,23183357,11,17          ,   995,#     ,           9,0.00,,2025-02-01 00:00:00,-2013.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-19 09:49:42.470000,""""
2025-02-01 00:00:00,3,2,23183358,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,2013.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-19 09:49:42.470000,""""
2025-02-01 00:00:00,3,3,23183359,11,18          ,   995,#     ,           9,0.00,,2025-02-01 00:00:00,-12750.00,,,4,False,1   ,,,,False,004001,004001,004001,,2025-02-19 09:49:42.470000,""""
2025-02-01 00:00:00,3,3,23183360,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,12750.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-19 09:49:42.490000,""""
2025-02-01 00:00:00,3,4,23183361,11,17          ,   995,#     ,           9,0.00,,2025-02-01 00:00:00,-4599.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-19 09:49:42.490000,""""
2025-02-01 00:00:00,3,4,23183362,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,4599.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-19 09:49:42.490000,""""
2025-02-01 00:00:00,3,5,23183363,11,18          ,   995,#     ,           9,0.00,,2025-02-01 00:00:00,-7260.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-19 09:49:42.500000,""""
2025-02-01 00:00:00,3,5,23183364,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,7260.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-19 09:49:42.500000,""""
2025-02-01 00:00:00,4,1,23188283,11,17          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,-2425.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 10:16:42.140000,""""
2025-02-01 00:00:00,4,1,23188284,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,2425.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 10:16:42.140000,""""
2025-02-01 00:00:00,4,2,23188285,11,15          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,-437.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 10:16:42.150000,""""
2025-02-01 00:00:00,4,2,23188286,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,437.50,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 10:16:42.160000,""""
2025-02-01 00:00:00,4,3,23188287,11,13          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,-2425.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 10:16:42.160000,""""
2025-02-01 00:00:00,4,3,23188288,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,2425.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 10:16:42.160000,""""
2025-02-01 00:00:00,4,4,23188289,11,14          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,-750.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 10:16:42.160000,""""
2025-02-01 00:00:00,4,4,23188290,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,750.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 10:16:42.180000,""""
2025-02-01 00:00:00,5,1,23188296,11,17          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,-1600.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 10:16:43.660000,""""
2025-02-01 00:00:00,5,1,23188297,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,1600.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 10:16:43.660000,""""
2025-02-01 00:00:00,5,2,23188298,21,17          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,2425.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 10:16:43.660000,""""
2025-02-01 00:00:00,5,2,23188299,21,11          ,   020,#     ,,,,2025-02-01 00:00:00,-2425.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 10:16:43.670000,""""
2025-02-01 00:00:00,6,1,23189022,11,15          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,-687.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 14:42:53.390000,""""
2025-02-01 00:00:00,6,1,23189023,11,11          ,   020,#     ,,,,2025-02-01 00:00:00,687.50,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 14:42:53.390000,""""
2025-02-01 00:00:00,6,2,23189024,21,15          ,   993,#     ,         700,0.00,,2025-02-01 00:00:00,437.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-26 14:42:53.400000,""""
2025-02-01 00:00:00,6,2,23189025,21,11          ,   020,#     ,,,,2025-02-01 00:00:00,-437.50,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-26 14:42:53.400000,""""
2025-02-03 00:00:00,1,1,23174575,11,13          ,   980,#     ,1322A       ,25.00,,2025-02-03 00:00:00,-4475.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.900000,""""
2025-02-03 00:00:00,1,1,23174576,11,13          ,   980,#     ,1322A       ,,40003,2025-02-03 00:00:00,25.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:21.900000,""""
2025-02-03 00:00:00,1,1,23174577,11,13          ,   983,#     ,ACC2.0      ,0.00,,2025-02-03 00:00:00,-150.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.910000,""""
2025-02-03 00:00:00,1,1,23174578,11,13          ,   989,#     ,FIBS        ,0.00,,2025-02-03 00:00:00,-175.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.910000,""""
2025-02-03 00:00:00,1,1,23174579,11,13          ,   984,#     ,HRG3        ,0.00,,2025-02-03 00:00:00,-75.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.910000,""""
2025-02-03 00:00:00,1,1,23174580,11,13          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-100.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.910000,""""
2025-02-03 00:00:00,1,1,23174581,11,13          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-24.75,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.910000,""""
2025-02-03 00:00:00,1,1,23174582,11,13          ,   014,#     ,,,,2025-02-03 00:00:00,-253.50,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:21.930000,""""
2025-02-03 00:00:00,1,1,23174583,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,5253.25,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:21.930000,""""
2025-02-03 00:00:00,1,2,23174584,11,13          ,   980,#     ,9143B       ,23.00,,2025-02-03 00:00:00,-3415.51,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.930000,""""
2025-02-03 00:00:00,1,2,23174585,11,13          ,   980,#     ,9143B       ,,40003,2025-02-03 00:00:00,23.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:21.930000,""""
2025-02-03 00:00:00,1,2,23174586,11,13          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-92.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.930000,""""
2025-02-03 00:00:00,1,2,23174587,11,13          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-24.75,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.930000,""""
2025-02-03 00:00:00,1,2,23174588,11,13          ,   054,#     ,,,,2025-02-03 00:00:00,-211.94,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,2,23174589,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,3744.20,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,3,23174590,11,13          ,   980,#     ,1301B       ,14.00,,2025-02-03 00:00:00,-2338.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,3,23174591,11,13          ,   980,#     ,1301B       ,,40003,2025-02-03 00:00:00,14.00,,,4,False,1   ,,,,True,005016,005016,005016,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,3,23174592,11,13          ,   989,#     ,FIBS        ,0.00,,2025-02-03 00:00:00,-98.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,3,23174593,11,13          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-56.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,3,23174594,11,13          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-16.50,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:21.940000,""""
2025-02-03 00:00:00,1,3,23174595,11,13          ,   054,#     ,,,,2025-02-03 00:00:00,-150.52,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:21.960000,""""
2025-02-03 00:00:00,1,3,23174596,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,2659.02,,,4,False,1   ,,,,False,001004,001004,001004,,2025-02-04 12:51:21.960000,""""
2025-02-03 00:00:00,1,4,23174597,11,13          ,   980,#     ,1301B       ,5.00,,2025-02-03 00:00:00,-832.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.960000,""""
2025-02-03 00:00:00,1,4,23174598,11,13          ,   980,#     ,1301B       ,,40003,2025-02-03 00:00:00,5.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:21.960000,""""
2025-02-03 00:00:00,1,4,23174599,11,13          ,   983,#     ,ACC2.0      ,0.00,,2025-02-03 00:00:00,-30.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.960000,""""
2025-02-03 00:00:00,1,4,23174600,11,13          ,   989,#     ,FIBS        ,0.00,,2025-02-03 00:00:00,-35.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.970000,""""
2025-02-03 00:00:00,1,4,23174601,11,13          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-20.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.970000,""""
2025-02-03 00:00:00,1,4,23174602,11,13          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:21.970000,""""
2025-02-03 00:00:00,1,4,23174603,11,13          ,   014,#     ,,,,2025-02-03 00:00:00,-46.05,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:21.970000,""""
2025-02-03 00:00:00,1,4,23174604,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,971.80,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:21.970000,""""
2025-02-03 00:00:00,2,1,23174621,11,17          ,   980,#     ,9003A       ,9.25,,2025-02-03 00:00:00,-1480.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.040000,""""
2025-02-03 00:00:00,2,1,23174622,11,17          ,   980,#     ,9003A       ,,40003,2025-02-03 00:00:00,9.25,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:24.040000,""""
2025-02-03 00:00:00,2,1,23174623,11,17          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-37.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.040000,""""
2025-02-03 00:00:00,2,1,23174624,11,17          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.040000,""""
2025-02-03 00:00:00,2,1,23174625,11,17          ,   014,#     ,,,,2025-02-03 00:00:00,-74.37,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:24.040000,""""
2025-02-03 00:00:00,2,1,23174626,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,1599.62,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:24.050000,""""
2025-02-03 00:00:00,2,2,23174627,11,17          ,   980,#     ,3472B       ,9.50,,2025-02-03 00:00:00,-1781.25,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:24.050000,""""
2025-02-03 00:00:00,2,2,23174628,11,17          ,   980,#     ,3472B       ,,40003,2025-02-03 00:00:00,9.50,,,4,False,1   ,,,,True,005016,005016,005016,,2025-02-04 12:51:24.050000,""""
2025-02-03 00:00:00,2,2,23174629,11,17          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-38.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:24.050000,""""
2025-02-03 00:00:00,2,2,23174630,11,17          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005003,005003,005003,,2025-02-04 12:51:24.050000,""""
2025-02-03 00:00:00,2,2,23174631,11,17          ,   014,#     ,,,,2025-02-03 00:00:00,-92.06,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:24.070000,""""
2025-02-03 00:00:00,2,2,23174632,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,1919.56,,,4,False,1   ,,,,False,001004,001004,001004,,2025-02-04 12:51:24.070000,""""
2025-02-03 00:00:00,2,3,23174633,11,17          ,   980,#     ,3523C       ,38.00,,2025-02-03 00:00:00,-5776.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.070000,""""
2025-02-03 00:00:00,2,3,23174634,11,17          ,   980,#     ,3523C       ,,40003,2025-02-03 00:00:00,38.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:24.070000,""""
2025-02-03 00:00:00,2,3,23174635,11,17          ,   984,#     ,HRG6        ,0.00,,2025-02-03 00:00:00,-228.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.070000,""""
2025-02-03 00:00:00,2,3,23174636,11,17          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-152.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.080000,""""
2025-02-03 00:00:00,2,3,23174637,11,17          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-33.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.080000,""""
2025-02-03 00:00:00,2,3,23174638,11,17          ,   014,#     ,,,,2025-02-03 00:00:00,-300.96,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:24.080000,""""
2025-02-03 00:00:00,2,3,23174639,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,6489.96,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:24.080000,""""
2025-02-03 00:00:00,2,4,23174640,11,17          ,   980,#     ,1301B       ,1.00,,2025-02-03 00:00:00,-177.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.080000,""""
2025-02-03 00:00:00,2,4,23174641,11,17          ,   980,#     ,1301B       ,,40003,2025-02-03 00:00:00,1.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:24.100000,""""
2025-02-03 00:00:00,2,4,23174642,11,17          ,   990,#     ,           1,0.00,,2025-02-03 00:00:00,-90.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.100000,""""
2025-02-03 00:00:00,2,4,23174643,11,17          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-4.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.100000,""""
2025-02-03 00:00:00,2,4,23174644,11,17          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.100000,""""
2025-02-03 00:00:00,2,4,23174645,11,17          ,   014,#     ,,,,2025-02-03 00:00:00,-9.06,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:24.100000,""""
2025-02-03 00:00:00,2,4,23174646,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,288.31,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:24.110000,""""
2025-02-03 00:00:00,2,5,23174647,11,17          ,   980,#     ,3303J       ,10.50,,2025-02-03 00:00:00,-1501.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.110000,""""
2025-02-03 00:00:00,2,5,23174648,11,17          ,   980,#     ,3303J       ,,40003,2025-02-03 00:00:00,10.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:24.110000,""""
2025-02-03 00:00:00,2,5,23174649,11,17          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-42.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.110000,""""
2025-02-03 00:00:00,2,5,23174650,11,17          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-16.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:24.130000,""""
2025-02-03 00:00:00,2,5,23174651,11,17          ,   014,#     ,,,,2025-02-03 00:00:00,-73.71,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:24.130000,""""
2025-02-03 00:00:00,2,5,23174652,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,1633.71,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:24.130000,""""
2025-02-03 00:00:00,3,1,23174696,11,14          ,   980,#     ,3451X       ,1.25,,2025-02-03 00:00:00,-236.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.040000,""""
2025-02-03 00:00:00,3,1,23174697,11,14          ,   980,#     ,3451X       ,,40003,2025-02-03 00:00:00,1.25,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:27.040000,""""
2025-02-03 00:00:00,3,1,23174698,11,14          ,   990,#     ,           1,0.00,,2025-02-03 00:00:00,-112.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.040000,""""
2025-02-03 00:00:00,3,1,23174699,11,14          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-5.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.040000,""""
2025-02-03 00:00:00,3,1,23174700,11,14          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.050000,""""
2025-02-03 00:00:00,3,1,23174701,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,362.00,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:27.050000,""""
2025-02-03 00:00:00,3,2,23174702,11,14          ,   980,#     ,3203A       ,4.50,,2025-02-03 00:00:00,-706.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.050000,""""
2025-02-03 00:00:00,3,2,23174703,11,14          ,   980,#     ,3203A       ,,40003,2025-02-03 00:00:00,4.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:27.070000,""""
2025-02-03 00:00:00,3,2,23174704,11,14          ,   990,#     ,           1,0.00,,2025-02-03 00:00:00,-15.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.070000,""""
2025-02-03 00:00:00,3,2,23174705,11,14          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-18.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.070000,""""
2025-02-03 00:00:00,3,2,23174706,11,14          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.070000,""""
2025-02-03 00:00:00,3,2,23174707,11,14          ,   014,#     ,,,,2025-02-03 00:00:00,-35.37,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:27.080000,""""
2025-02-03 00:00:00,3,2,23174708,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,783.12,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:27.080000,""""
2025-02-03 00:00:00,3,3,23174709,11,14          ,   980,#     ,9443B       ,4.00,,2025-02-03 00:00:00,-706.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.080000,""""
2025-02-03 00:00:00,3,3,23174710,11,14          ,   980,#     ,9443B       ,,40003,2025-02-03 00:00:00,4.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:27.080000,""""
2025-02-03 00:00:00,3,3,23174711,11,14          ,   990,#     ,           1,0.00,,2025-02-03 00:00:00,-30.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.100000,""""
2025-02-03 00:00:00,3,3,23174712,11,14          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-16.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.100000,""""
2025-02-03 00:00:00,3,3,23174713,11,14          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.100000,""""
2025-02-03 00:00:00,3,3,23174714,11,14          ,   014,#     ,,,,2025-02-03 00:00:00,-36.12,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:27.110000,""""
2025-02-03 00:00:00,3,3,23174715,11,11          ,   020,#     ,,,,2025-02-03 00:00:00,796.37,,,4,False,1   ,,,,False,001002,001002,001002,,2025-02-04 12:51:27.110000,""""
2025-02-03 00:00:00,3,4,23174716,11,14          ,   980,#     ,9143B       ,12.00,,2025-02-03 00:00:00,-1686.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.110000,""""
2025-02-03 00:00:00,3,4,23174717,11,14          ,   980,#     ,9143B       ,,40003,2025-02-03 00:00:00,12.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-02-04 12:51:27.110000,""""
2025-02-03 00:00:00,3,4,23174718,11,14          ,   980,#     ,           2,0.00,,2025-02-03 00:00:00,-48.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.130000,""""
2025-02-03 00:00:00,3,4,23174719,11,14          ,   992,#     ,FSC         ,0.00,,2025-02-03 00:00:00,-16.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-02-04 12:51:27.130000,""""
2025-02-03 00:00:00,3,4,23174720,11,14          ,   055,#     ,,,,2025-02-03 00:00:00,-105.03,,,4,False,1   ,,,,False,012007,012007,012007,,2025-02-04 12:51:27.130000,""""
