batch_date,batch_num,batch_seq,batch_sub_seq,trans_type,cost_center,acct_code,sub_acct_code,prod_code,qty,qty_uom,trans_date,trans_amt,ref_note,gl_dist_type,post_stat,updt_stat,comp_code,cf_batch_date,cf_batch_num,cf_batch_seq,qty_trans_flag,acct_code_derived_from_code,sub_acct_derived_from_code,cost_center_derived_from_code,dataout_date,update_date,u_version
2025-01-02 00:00:00,1,2,23160249,11,17          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-28.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.100000,""""
2025-01-02 00:00:00,1,2,23160250,11,17          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.100000,""""
2025-01-02 00:00:00,1,2,23160251,11,17          ,   014,#     ,,,,2025-01-02 00:00:00,-66.78,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.100000,""""
2025-01-02 00:00:00,1,2,23160252,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,1398.03,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.110000,""""
2025-01-02 00:00:00,1,3,23160253,11,14          ,   980,#     ,7301B       ,1.50,,2025-01-02 00:00:00,-463.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.110000,""""
2025-01-02 00:00:00,1,3,23160254,11,14          ,   980,#     ,7301B       ,,40003,2025-01-02 00:00:00,1.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.110000,""""
2025-01-02 00:00:00,1,3,23160255,11,14          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-62.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.110000,""""
2025-01-02 00:00:00,1,3,23160256,11,14          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-24.75,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.110000,""""
2025-01-02 00:00:00,1,3,23160257,11,14          ,   980,#     ,9545L       ,14.00,,2025-01-02 00:00:00,-2730.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.130000,""""
2025-01-02 00:00:00,1,3,23160258,11,14          ,   980,#     ,9545L       ,,40003,2025-01-02 00:00:00,14.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.130000,""""
2025-01-02 00:00:00,1,3,23160259,11,14          ,   014,#     ,,,,2025-01-02 00:00:00,-167.43,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.130000,""""
2025-01-02 00:00:00,1,3,23160260,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,3447.68,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.130000,""""
2025-01-02 00:00:00,1,4,23160261,11,17          ,   980,#     ,6443A       ,5.00,,2025-01-02 00:00:00,-900.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.130000,""""
2025-01-02 00:00:00,1,4,23160262,11,17          ,   980,#     ,6443A       ,,40003,2025-01-02 00:00:00,5.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.130000,""""
2025-01-02 00:00:00,1,4,23160263,11,17          ,   983,#     ,ACNC2.0     ,0.00,,2025-01-02 00:00:00,-60.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.150000,""""
2025-01-02 00:00:00,1,4,23160264,11,17          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-20.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.150000,""""
2025-01-02 00:00:00,1,4,23160265,11,17          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.150000,""""
2025-01-02 00:00:00,1,4,23160266,11,17          ,   014,#     ,,,,2025-01-02 00:00:00,-49.80,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.170000,""""
2025-01-02 00:00:00,1,4,23160267,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,1038.05,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.170000,""""
2025-01-02 00:00:00,1,5,23160268,11,13          ,   980,#     ,3301B       ,15.50,,2025-01-02 00:00:00,-2270.75,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.170000,""""
2025-01-02 00:00:00,1,5,23160269,11,13          ,   980,#     ,3301B       ,,40003,2025-01-02 00:00:00,15.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.180000,""""
2025-01-02 00:00:00,1,5,23160270,11,13          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-62.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.180000,""""
2025-01-02 00:00:00,1,5,23160271,11,13          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-16.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.180000,""""
2025-01-02 00:00:00,1,5,23160272,11,13          ,   054,#     ,,,,2025-01-02 00:00:00,-140.96,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.200000,""""
2025-01-02 00:00:00,1,5,23160273,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,2490.21,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.200000,""""
2025-01-02 00:00:00,1,6,23160274,11,15          ,   980,#     ,3303J       ,1.50,,2025-01-02 00:00:00,-277.50,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.200000,""""
2025-01-02 00:00:00,1,6,23160275,11,15          ,   980,#     ,3303J       ,,40003,2025-01-02 00:00:00,1.50,,,4,False,1   ,,,,True,005016,005016,005016,,2025-01-16 15:31:54.210000,""""
2025-01-02 00:00:00,1,6,23160276,11,15          ,   983,#     ,ACC2.0      ,0.00,,2025-01-02 00:00:00,-9.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.210000,""""
2025-01-02 00:00:00,1,6,23160277,11,15          ,   989,#     ,FIBS        ,0.00,,2025-01-02 00:00:00,-10.50,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.210000,""""
2025-01-02 00:00:00,1,6,23160278,11,15          ,   990,#     ,           1,0.00,,2025-01-02 00:00:00,-105.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.210000,""""
2025-01-02 00:00:00,1,6,23160279,11,15          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-6.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.230000,""""
2025-01-02 00:00:00,1,6,23160280,11,15          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-8.25,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.230000,""""
2025-01-02 00:00:00,1,6,23160281,11,15          ,   055,#     ,,,,2025-01-02 00:00:00,-29.14,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.230000,""""
2025-01-02 00:00:00,1,6,23160282,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,445.39,,,4,False,1   ,,,,False,001004,001004,001004,,2025-01-16 15:31:54.230000,""""
2025-01-02 00:00:00,1,7,23160283,11,15          ,   980,#     ,3201B       ,18.00,,2025-01-02 00:00:00,-3312.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.250000,""""
2025-01-02 00:00:00,1,7,23160284,11,15          ,   980,#     ,3201B       ,,40003,2025-01-02 00:00:00,18.00,,,4,False,1   ,,,,True,005016,005016,005016,,2025-01-16 15:31:54.250000,""""
2025-01-02 00:00:00,1,7,23160285,11,15          ,   989,#     ,FIBS        ,0.00,,2025-01-02 00:00:00,-126.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.250000,""""
2025-01-02 00:00:00,1,7,23160286,11,15          ,   983,#     ,ACNC2.0     ,0.00,,2025-01-02 00:00:00,-216.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.270000,""""
2025-01-02 00:00:00,1,7,23160287,11,15          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-72.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.270000,""""
2025-01-02 00:00:00,1,7,23160288,11,15          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-16.50,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.270000,""""
2025-01-02 00:00:00,1,7,23160289,11,15          ,   055,#     ,,,,2025-01-02 00:00:00,-224.56,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.280000,""""
2025-01-02 00:00:00,1,7,23160290,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,3967.06,,,4,False,1   ,,,,False,001004,001004,001004,,2025-01-16 15:31:54.280000,""""
2025-01-02 00:00:00,1,8,23160291,11,17          ,   980,#     ,3303J       ,2.50,,2025-01-02 00:00:00,-450.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.280000,""""
2025-01-02 00:00:00,1,8,23160292,11,17          ,   980,#     ,3303J       ,,40003,2025-01-02 00:00:00,2.50,,,4,False,1   ,,,,True,005016,005016,005016,,2025-01-16 15:31:54.280000,""""
2025-01-02 00:00:00,1,8,23160293,11,17          ,   983,#     ,ACC2.0      ,0.00,,2025-01-02 00:00:00,-15.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.300000,""""
2025-01-02 00:00:00,1,8,23160294,11,17          ,   990,#     ,           1,0.00,,2025-01-02 00:00:00,-75.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.300000,""""
2025-01-02 00:00:00,1,8,23160295,11,17          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-10.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.300000,""""
2025-01-02 00:00:00,1,8,23160296,11,17          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-8.25,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.310000,""""
2025-01-02 00:00:00,1,8,23160297,11,17          ,   014,#     ,,,,2025-01-02 00:00:00,-24.00,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.310000,""""
2025-01-02 00:00:00,1,8,23160298,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,582.25,,,4,False,1   ,,,,False,001004,001004,001004,,2025-01-16 15:31:54.310000,""""
2025-01-02 00:00:00,1,9,23160299,11,15          ,   980,#     ,3303J       ,23.00,,2025-01-02 00:00:00,-4094.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.310000,""""
2025-01-02 00:00:00,1,9,23160300,11,15          ,   980,#     ,3303J       ,,40003,2025-01-02 00:00:00,23.00,,,4,False,1   ,,,,True,005016,005016,005016,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,9,23160301,11,15          ,   989,#     ,FIBS        ,0.00,,2025-01-02 00:00:00,-161.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,9,23160302,11,15          ,   983,#     ,ACNC2.0     ,0.00,,2025-01-02 00:00:00,-276.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,9,23160303,11,15          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-92.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,9,23160304,11,15          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-24.75,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,9,23160305,11,15          ,   056,#     ,,,,2025-01-02 00:00:00,-278.88,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,9,23160306,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,4926.63,,,4,False,1   ,,,,False,001004,001004,001004,,2025-01-16 15:31:54.330000,""""
2025-01-02 00:00:00,1,10,23160307,11,13          ,   980,#     ,3301B       ,12.00,,2025-01-02 00:00:00,-2118.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.350000,""""
2025-01-02 00:00:00,1,10,23160308,11,13          ,   980,#     ,3301B       ,,40003,2025-01-02 00:00:00,12.00,,,4,False,1   ,,,,True,005016,005016,005016,,2025-01-16 15:31:54.350000,""""
2025-01-02 00:00:00,1,10,23160309,11,13          ,   989,#     ,FIBS        ,0.00,,2025-01-02 00:00:00,-84.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.350000,""""
2025-01-02 00:00:00,1,10,23160310,11,13          ,   983,#     ,ACC2.0      ,0.00,,2025-01-02 00:00:00,-72.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.350000,""""
2025-01-02 00:00:00,1,10,23160311,11,13          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-48.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.350000,""""
2025-01-02 00:00:00,1,10,23160312,11,13          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-16.50,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.370000,""""
2025-01-02 00:00:00,1,10,23160313,11,13          ,   014,#     ,,,,2025-01-02 00:00:00,-117.72,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.370000,""""
2025-01-02 00:00:00,1,10,23160314,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,2456.22,,,4,False,1   ,,,,False,001004,001004,001004,,2025-01-16 15:31:54.370000,""""
2025-01-02 00:00:00,1,11,23160315,11,18          ,   985,#     ,233FOB      ,2.00,,2025-01-02 00:00:00,-80.00,,,4,False,1   ,,,,False,005003,005003,005003,,2025-01-16 15:31:54.370000,""""
2025-01-02 00:00:00,1,11,23160316,11,18          ,   985,#     ,233FOB      ,,60003,2025-01-02 00:00:00,2.00,,,4,False,1   ,,,,True,005016,005016,005016,,2025-01-16 15:31:54.370000,""""
2025-01-02 00:00:00,1,11,23160317,11,18          ,   014,#     ,,,,2025-01-02 00:00:00,-4.80,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.380000,""""
2025-01-02 00:00:00,1,11,23160318,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,84.80,,,4,False,1   ,,,,False,001004,001004,001004,,2025-01-16 15:31:54.380000,""""
2025-01-02 00:00:00,1,12,23160319,11,14          ,   980,#     ,3523B       ,28.50,,2025-01-02 00:00:00,-4246.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.380000,""""
2025-01-02 00:00:00,1,12,23160320,11,14          ,   980,#     ,3523B       ,,40003,2025-01-02 00:00:00,28.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.380000,""""
2025-01-02 00:00:00,1,12,23160321,11,14          ,   983,#     ,ACNC3.0     ,0.00,,2025-01-02 00:00:00,-513.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.380000,""""
2025-01-02 00:00:00,1,12,23160322,11,14          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-114.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.400000,""""
2025-01-02 00:00:00,1,12,23160323,11,14          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-24.75,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.400000,""""
2025-01-02 00:00:00,1,12,23160324,11,14          ,   014,#     ,,,,2025-01-02 00:00:00,-241.11,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.400000,""""
2025-01-02 00:00:00,1,12,23160325,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,5139.36,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.400000,""""
2025-01-02 00:00:00,1,13,23160326,11,17          ,   980,#     ,6313A       ,19.00,,2025-01-02 00:00:00,-2755.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.400000,""""
2025-01-02 00:00:00,1,13,23160327,11,17          ,   980,#     ,6313A       ,,40003,2025-01-02 00:00:00,19.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.410000,""""
2025-01-02 00:00:00,1,13,23160328,11,17          ,   983,#     ,ACNC3.0     ,0.00,,2025-01-02 00:00:00,-342.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.410000,""""
2025-01-02 00:00:00,1,13,23160329,11,17          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-76.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.410000,""""
2025-01-02 00:00:00,1,13,23160330,11,17          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-16.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.410000,""""
2025-01-02 00:00:00,1,13,23160331,11,17          ,   014,#     ,,,,2025-01-02 00:00:00,-156.18,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.410000,""""
2025-01-02 00:00:00,1,13,23160332,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,3345.68,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.430000,""""
2025-01-02 00:00:00,1,14,23160333,11,15          ,   980,#     ,3313PC      ,31.25,,2025-01-02 00:00:00,-4531.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.430000,""""
2025-01-02 00:00:00,1,14,23160334,11,15          ,   980,#     ,3313PC      ,,40003,2025-01-02 00:00:00,31.25,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.440000,""""
2025-01-02 00:00:00,1,14,23160335,11,15          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-125.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.440000,""""
2025-01-02 00:00:00,1,14,23160336,11,15          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-33.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.440000,""""
2025-01-02 00:00:00,1,14,23160337,11,15          ,   055,#     ,,,,2025-01-02 00:00:00,-281.36,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.440000,""""
2025-01-02 00:00:00,1,14,23160338,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,4970.61,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.450000,""""
2025-01-02 00:00:00,1,15,23160339,11,14          ,   980,#     ,6373A       ,9.50,,2025-01-02 00:00:00,-1377.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.450000,""""
2025-01-02 00:00:00,1,15,23160340,11,14          ,   980,#     ,6373A       ,,40003,2025-01-02 00:00:00,9.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.450000,""""
2025-01-02 00:00:00,1,15,23160341,11,14          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-38.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.470000,""""
2025-01-02 00:00:00,1,15,23160342,11,14          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.470000,""""
2025-01-02 00:00:00,1,15,23160343,11,14          ,   014,#     ,,,,2025-01-02 00:00:00,-67.83,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.470000,""""
2025-01-02 00:00:00,1,15,23160344,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,1491.58,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.470000,""""
2025-01-02 00:00:00,1,16,23160345,11,17          ,   980,#     ,1501A       ,19.00,,2025-01-02 00:00:00,-2812.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.470000,""""
2025-01-02 00:00:00,1,16,23160346,11,17          ,   980,#     ,1501A       ,,40003,2025-01-02 00:00:00,19.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.480000,""""
2025-01-02 00:00:00,1,16,23160347,11,17          ,   983,#     ,ACNC2.0     ,0.00,,2025-01-02 00:00:00,-228.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.480000,""""
2025-01-02 00:00:00,1,16,23160348,11,17          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-76.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.480000,""""
2025-01-02 00:00:00,1,16,23160349,11,17          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-16.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.500000,""""
2025-01-02 00:00:00,1,16,23160350,11,17          ,   014,#     ,,,,2025-01-02 00:00:00,-152.76,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.500000,""""
2025-01-02 00:00:00,1,16,23160351,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,3285.26,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.500000,""""
2025-01-02 00:00:00,1,17,23160352,11,15          ,   980,#     ,3303J       ,7.50,,2025-01-02 00:00:00,-1237.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.510000,""""
2025-01-02 00:00:00,1,17,23160353,11,15          ,   980,#     ,3303J       ,,40003,2025-01-02 00:00:00,7.50,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.510000,""""
2025-01-02 00:00:00,1,17,23160354,11,15          ,   989,#     ,FIBS        ,0.00,,2025-01-02 00:00:00,-52.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.510000,""""
2025-01-02 00:00:00,1,17,23160355,11,15          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-30.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.530000,""""
2025-01-02 00:00:00,1,17,23160356,11,15          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-8.25,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.530000,""""
2025-01-02 00:00:00,1,17,23160357,11,15          ,   055,#     ,,,,2025-01-02 00:00:00,-79.70,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.540000,""""
2025-01-02 00:00:00,1,17,23160358,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,1407.95,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.540000,""""
2025-01-02 00:00:00,1,18,23160359,11,14          ,   980,#     ,9443A       ,52.00,,2025-01-02 00:00:00,-8268.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.540000,""""
2025-01-02 00:00:00,1,18,23160360,11,14          ,   980,#     ,9443A       ,,40003,2025-01-02 00:00:00,52.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.550000,""""
2025-01-02 00:00:00,1,18,23160361,11,14          ,   983,#     ,ACNC1.0     ,0.00,,2025-01-02 00:00:00,-312.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.550000,""""
2025-01-02 00:00:00,1,18,23160362,11,14          ,   980,#     ,           2,0.00,,2025-01-02 00:00:00,-208.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.550000,""""
2025-01-02 00:00:00,1,18,23160363,11,14          ,   992,#     ,FSC         ,0.00,,2025-01-02 00:00:00,-49.50,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.570000,""""
2025-01-02 00:00:00,1,18,23160364,11,14          ,   054,#     ,,,,2025-01-02 00:00:00,-530.25,,,4,False,1   ,,,,False,012007,012007,012007,,2025-01-16 15:31:54.570000,""""
2025-01-02 00:00:00,1,18,23160365,11,11          ,   020,#     ,,,,2025-01-02 00:00:00,9367.75,,,4,False,1   ,,,,False,001002,001002,001002,,2025-01-16 15:31:54.570000,""""
2025-01-02 00:00:00,1,19,23160366,11,15          ,   980,#     ,3303J       ,6.00,,2025-01-02 00:00:00,-1014.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.570000,""""
2025-01-02 00:00:00,1,19,23160367,11,15          ,   980,#     ,3303J       ,,40003,2025-01-02 00:00:00,6.00,,,4,False,1   ,,,,True,005015,005015,005015,,2025-01-16 15:31:54.570000,""""
2025-01-02 00:00:00,1,19,23160368,11,15          ,   989,#     ,FIBS        ,0.00,,2025-01-02 00:00:00,-42.00,,,4,False,1   ,,,,False,005001,005001,005001,,2025-01-16 15:31:54.580000,""""
